,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
2717,White,Toyota,PRIUS,2009,Hatchback,9/03/2022,Wellington
2718,Black,Honda,STREAM,2006,Stationwagon,2/11/2021,Northland
2719,Grey,Nissan,NAVARA,2014,Utility,2/04/2022,Central
2720,Gold,Mini,COOPER,2005,Hatchback,26/02/2022,Southern
2721,Black,Mazda,DEMIO,2004,Hatchback,23/03/2022,Waitemata
2722,Silver,BMW,318I,2001,Saloon,27/02/2022,Counties/Manukau
2723,White,Nissan,TIIDA,2007,Saloon,21/12/2021,Eastern
2724,Yellow,Toyota,HIACE,2009,Light Van,15/02/2022,Waitemata
2725,Black,Audi,TT,2004,Saloon,19/03/2022,Canterbury
2726,Grey,BMW,120I,2005,Hatchback,15/01/2022,Central
2727,Black,Mitsubishi,MAGNA,1999,Saloon,27/01/2022,Auckland City
2728,Silver,Kia,SORENTO,2014,Stationwagon,24/03/2022,Bay of Plenty
2729,Silver,Nissan,MARCH,2004,Hatchback,24/01/2022,Central
2730,Silver,Mitsubishi,COLT,2005,Hatchback,14/03/2022,Auckland City
2731,Red,Subaru,FORESTER,1997,Stationwagon,11/03/2022,Southern
2732,White,Nissan,SERENA,2004,Stationwagon,9/01/2022,Auckland City
2733,Gold,Nissan,TIIDA,2005,Hatchback,17/02/2022,Auckland City
2734,Silver,Toyota,MARKX,2005,Saloon,13/02/2022,Bay of Plenty
2735,Grey,Mazda,AXELA,2005,Saloon,21/01/2022,Waikato
2736,Silver,Mazda,DEMIO,2005,Hatchback,28/02/2022,Auckland City
2737,Silver,Subaru,IMPREZA,1998,Stationwagon,5/04/2022,Canterbury
2738,Black,Holden,CAPTIVA,2014,Stationwagon,28/11/2021,Canterbury
2739,White,Ford,FALCON,2014,Saloon,10/12/2021,Southern
2740,Silver,Nissan,PULSAR,1995,Saloon,13/12/2021,Wellington
2741,Gold,Holden,CAPTIVA,2014,Stationwagon,17/03/2022,Counties/Manukau
2742,Silver,Ford,COURIER,2006,Utility,13/02/2022,Bay of Plenty
2743,Silver,Audi,A4,1998,Saloon,14/01/2022,Counties/Manukau
2744,Blue,Mazda,AXELA,2005,Hatchback,12/01/2022,Bay of Plenty
2745,Black,BMW,320I,2005,Saloon,10/02/2022,Auckland City
2746,Blue,Holden,COMMODORE,2005,Saloon,11/02/2022,Waikato
2747,White,Mazda,MPV,2006,Stationwagon,26/11/2021,Counties/Manukau
2748,Silver,Nissan,TIIDA,2005,Hatchback,28/02/2022,Waikato
2749,Red,Honda,XL250S,1981,Trail Bike,17/12/2021,Southern
2750,Silver,Hyundai,I40,2014,Saloon,29/03/2022,Counties/Manukau
2751,White,Mazda,ATENZA,2005,Saloon,25/02/2022,Wellington
2752,Grey,BMW,525I,2006,Saloon,21/11/2021,Waikato
2753,White,Toyota,HIACE,2007,Light Van,25/01/2022,Canterbury
2754,Blue,Mazda,DEMIO,2004,Hatchback,13/02/2022,Counties/Manukau
2755,Purple,Toyota,HILUX,2005,Utility,18/12/2021,Waikato
2756,Black,Toyota,HILUX,2014,Utility,17/01/2022,Bay of Plenty
2757,Silver,Nissan,TIIDA,2005,Hatchback,22/12/2021,Counties/Manukau
2758,White,Nissan,ATLAS,1993,Flat Deck Truck,12/10/2021,Canterbury
2759,Gold,Nissan,TIIDA,2005,Hatchback,17/02/2022,Eastern
2760,Green,Toyota,LANDCRUISER,1998,Stationwagon,7/03/2022,Canterbury
2761,Silver,Toyota,MARKX,2005,Saloon,30/03/2022,Waitemata
2762,White,Subaru,LEGACY,2005,Stationwagon,28/02/2022,Auckland City
2763,Blue,Mazda,DEMIO,2005,Hatchback,4/03/2022,Bay of Plenty
2764,Silver,Mazda,AXELA,2004,Saloon,23/02/2022,Bay of Plenty
2765,White,Subaru,IMPREZA,2000,Saloon,12/03/2022,Wellington
2766,Purple,Mazda,DEMIO,2007,Hatchback,7/03/2022,Northland
2767,White,Nissan,LAFESTA,2006,Stationwagon,15/01/2022,Eastern
2768,Silver,Volkswagen,GOLF,2003,Stationwagon,18/01/2022,Northland
2769,White,Nissan,SKYLINE,2007,Saloon,8/12/2021,Counties/Manukau
2770,Silver,Toyota,AVENSIS,2004,Stationwagon,6/03/2022,Auckland City
2771,Brown,Toyota,RACTIS,2006,Stationwagon,4/04/2022,Counties/Manukau
2772,White,Mitsubishi,PAJERO,1995,Stationwagon,17/01/2022,Counties/Manukau
2773,Silver,Nissan,ELGRAND,2004,Stationwagon,21/01/2022,Wellington
2774,White,Toyota,MARKX,2005,Saloon,16/03/2022,Waikato
2775,Green,Subaru,FORESTER,2005,Stationwagon,24/02/2022,Wellington
2776,Silver,Landrover,DISCOVERY,2006,Stationwagon,19/10/2021,Southern
2777,Blue,Subaru,IMPREZA,2006,Stationwagon,3/04/2022,Counties/Manukau
2778,Silver,Toyota,WISH,2004,Stationwagon,25/03/2022,Northland
2779,Silver,Nissan,NAVARA,2014,Utility,12/03/2022,Wellington
2780,Blue,Mazda,DEMIO,2004,Stationwagon,22/03/2022,Auckland City
2781,Silver,Nissan,TIIDA,2006,Saloon,1/02/2022,Auckland City
2782,Silver,Audi,A4,2005,Stationwagon,29/11/2021,Waitemata
2783,White,Toyota,HILUX,2014,Utility,1/04/2022,Central
2784,Green,Toyota,HILUX,1997,Stationwagon,29/01/2022,Wellington
2785,Silver,BMW,318I,2003,Saloon,5/04/2022,Counties/Manukau
2786,White,Toyota,HIACE,2009,Light Van,10/01/2022,Canterbury
2787,Silver,Honda,JAZZ,2014,Hatchback,19/02/2022,Wellington
2788,Purple,Honda,ODYSSEY,2005,Stationwagon,17/11/2021,Counties/Manukau
2789,Blue,Toyota,RAV4,2014,Stationwagon,8/02/2022,Canterbury
2790,White,Nissan,PRESAGE,2005,Stationwagon,29/12/2021,Waikato
2791,White,Mazda,ATENZA,2004,Stationwagon,2/04/2022,Waitemata
2792,Silver,Nissan,PRESAGE,2005,Stationwagon,16/01/2022,Canterbury
2793,Silver,Subaru,FORESTER,2005,Stationwagon,5/12/2021,Auckland City
2794,Black,Jeep,GRAND CHEROKEE,2014,Stationwagon,27/01/2022,Canterbury
2795,Silver,Mazda,DEMIO,2005,Hatchback,1/04/2022,Bay of Plenty
2796,White,Toyota,HILUX,2014,Utility,26/03/2022,Tasman
2797,Black,Mazda,ATENZA,2008,Stationwagon,30/10/2021,Wellington
2798,Gold,Nissan,TEANA,2006,Saloon,24/03/2022,Auckland City
2799,White,Volkswagen,GOLF,2011,Hatchback,1/04/2022,Auckland City
2800,Red,Mazda,ATENZA,2003,Saloon,17/10/2021,Waikato
2801,Red,Toyota,CAMRY,2002,Saloon,2/04/2022,Central
2802,Blue,Peugeot,208,2014,Hatchback,1/04/2022,Waikato
2803,Black,Toyota,BLADE,2007,Hatchback,25/12/2021,Central
2804,Purple,Mazda,DEMIO,2005,Hatchback,23/03/2022,Wellington
2805,Black,BMW,323I,2008,Saloon,27/01/2022,Counties/Manukau
2806,Grey,Suzuki,SWIFT,2007,Hatchback,16/11/2021,Counties/Manukau
2807,Black,Holden,COLORADO,2015,Utility,12/01/2022,Southern
2808,White,Mazda,AXELA,2008,Hatchback,17/10/2021,Eastern
2809,White,Subaru,LEGACY,2005,Stationwagon,24/10/2021,Canterbury
2810,Silver,Holden,CRUZE,2015,Hatchback,18/11/2021,Bay of Plenty
2811,White,Honda,INTEGRA,2001,Hatchback,5/03/2022,Counties/Manukau
2812,White,Mitsubishi,OUTLANDER,2006,Stationwagon,6/12/2021,Canterbury
2813,Red,Mazda,ATENZA,2007,Stationwagon,6/12/2021,Waitemata
2814,Grey,Nissan,TIIDA,2006,Hatchback,2/03/2022,Waikato
2815,Grey,Mazda,AXELA,2009,Hatchback,19/02/2022,Waikato
2816,Grey,Mazda,AXELA,2009,Hatchback,24/02/2022,Waikato
2817,Green,Ford,COURIER,2003,Utility,22/12/2021,Wellington
2818,Silver,Mazda,FAMILIA,2003,Stationwagon,27/02/2022,Bay of Plenty
2819,Silver,Audi,S4,2009,Saloon,26/02/2022,Counties/Manukau
2820,Brown,Suzuki,GRAND VITARA,2007,Stationwagon,28/03/2022,Wellington
2821,Grey,Honda,ODYSSEY,2004,Stationwagon,7/03/2022,Wellington
2822,White,Mazda,ATENZA,2003,Stationwagon,5/04/2022,Counties/Manukau
2823,Silver,Subaru,FORESTER,2006,Stationwagon,5/04/2022,Waitemata
2824,Black,BMW,335I,2008,Convertible,21/11/2021,Auckland City
2825,Grey,Mitsubishi,GALANT,2007,Saloon,12/03/2022,Wellington
2826,White,Isuzu,F SERIES,2015,Other Truck,28/02/2022,Central
2827,Red,Subaru,IMPREZA,2000,Stationwagon,27/10/2021,Wellington
2828,Purple,Mazda,PREMACY,2007,Stationwagon,1/03/2022,Waitemata
2829,Blue,Volkswagen,GOLF,2008,Hatchback,10/11/2021,Canterbury
2830,White,Nissan,NOTE,2005,Hatchback,18/10/2021,Counties/Manukau
2831,Grey,Suzuki,SWIFT,2005,Hatchback,16/11/2021,Auckland City
2832,Grey,Honda,TORNEO,2001,Saloon,4/04/2022,Wellington
2833,Black,Volkswagen,GOLF,2005,Hatchback,20/12/2021,Waitemata
2834,White,Homebuilt,TRAILER,1974,Trailer - Heavy,23/01/2022,Canterbury
2835,Silver,Honda,ACCORD,2006,Saloon,28/02/2022,Bay of Plenty
2836,Blue,Ford,FALCON,1978,Light Van,10/11/2021,Tasman
2837,Silver,Toyota,AQUA,2015,Hatchback,14/11/2021,Counties/Manukau
2838,White,Toyota,HILUX,1996,Utility,21/12/2021,Southern
2840,Silver,Trailer,BURNETTS,1965,Trailer,18/12/2021,Canterbury
2841,Grey,Trailer,BOAT - JET SKI,2007,Boat Trailer,14/02/2022,Waitemata
2842,Silver,Factory Built,BRENT SMITH TRAILERS,2007,Trailer,8/02/2022,Bay of Plenty
2844,Silver,Trailer,BOAT,2006,Boat Trailer,27/12/2021,Central
2845,Grey,Trailer,LOCAL,2007,Trailer - Heavy,26/11/2021,Waikato
2846,Red,Trailer,HOMEMADE,1982,Trailer,25/01/2022,Canterbury
2847,Silver,Trailer,PRESCOT TANDEM WHEEL,2007,Trailer - Heavy,28/01/2022,Waitemata
2848,Silver,Trailer,HOMEBUILT,2000,Trailer,6/12/2021,Bay of Plenty
2849,White,Caravan,COMPASS VANTAGE,1994,Caravan,29/11/2021,Auckland City
2850,Silver,Trailer,BOX,2007,Trailer,9/03/2022,Northland
2851,Silver,Trailer,MOTORBIKE,2007,Trailer - Heavy,7/12/2021,Waitemata
2852,Silver,Trailer,BOAT SMARTWAVE,2007,Boat Trailer,23/11/2021,Tasman
2854,Grey,Subaru,LEGACY,2006,Stationwagon,4/04/2022,Canterbury
2855,White,Ford,RANGER,2007,Utility,10/03/2022,Northland
2856,Silver,Mazda,PREMACY,2005,Stationwagon,21/03/2022,Northland
2857,Black,Holden,COMMODORE,2012,Utility,24/02/2022,Counties/Manukau
2858,Silver,Subaru,IMPREZA,2009,Saloon,20/03/2022,Waitemata
2859,Silver,Mercedes-Benz,C200,2000,Saloon,22/12/2021,Counties/Manukau
2860,Silver,Toyota,ALLION,2005,Saloon,26/03/2022,Counties/Manukau
2861,Red,Nissan,SKYLINE,2006,Saloon,22/11/2021,Waikato
2862,Blue,Nissan,PRESAGE,2005,Stationwagon,29/11/2021,Auckland City
2863,Silver,Nissan,CARAVAN,2009,Light Bus,31/01/2022,Northland
2864,Grey,Toyota,HIGHLANDER,2015,Stationwagon,25/11/2021,Canterbury
2865,Red,Volkswagen,POLO,2003,Hatchback,15/01/2022,Auckland City
2866,Red,Chery,J3,2015,Hatchback,7/01/2022,Waikato
2867,White,Toyota,MARKX,2006,Saloon,28/03/2022,Wellington
2868,Silver,Suzuki,SWIFT,2012,Hatchback,31/12/2021,Canterbury
2869,Silver,Honda,ACCORD,2001,Stationwagon,29/03/2022,Waitemata
2870,Silver,Dodge,NITRO,2008,Stationwagon,25/02/2022,Wellington
2871,Silver,Toyota,REGIUS,2009,Light Van,13/11/2021,Wellington
2872,Grey,Mazda,MPV,2004,Stationwagon,17/03/2022,Auckland City
2873,Blue,Toyota,RAUM,2007,Stationwagon,16/03/2022,Counties/Manukau
2874,White,Mazda,AXELA,2007,Saloon,27/03/2022,Bay of Plenty
2875,Silver,Mazda,DEMIO,2004,Hatchback,4/04/2022,Counties/Manukau
2876,Silver,Nissan,MARCH,2004,Hatchback,5/02/2022,Counties/Manukau
2877,White,Toyota,VITZ,2006,Hatchback,25/03/2022,Eastern
2878,Black,Subaru,FORESTER,2006,Stationwagon,4/04/2022,Waitemata
2879,Blue,Mercedes-Benz,ML320,2001,Stationwagon,11/02/2022,Waikato
2880,Green,Mazda,BOUNTY,2001,Utility,16/12/2021,Eastern
2881,Black,Subaru,FORESTER,2006,Stationwagon,8/01/2022,Waikato
2882,Black,Subaru,FORESTER,2006,Stationwagon,8/01/2022,Waikato
2883,Black,Mazda,RX8,2006,Sports Car,1/03/2022,Bay of Plenty
2884,Silver,Honda,CRV,2004,Stationwagon,19/01/2022,Northland
2885,White,Toyota,HIACE,2015,Light Van,6/04/2022,Waikato
2886,Red,Holden,COMMODORE,2008,Stationwagon,6/03/2022,Southern
2887,White,Mazda,BONGO,2009,Light Van,26/03/2022,Wellington
2888,Silver,Volkswagen,GOLF,2006,Hatchback,5/02/2022,Counties/Manukau
2889,Grey,Holden,CAPTIVA,2012,Stationwagon,29/11/2021,Bay of Plenty
2890,Blue,Mazda,RX-8,2005,Sports Car,29/03/2022,Wellington
2891,Grey,Nissan,SKYLINE,2007,Saloon,27/01/2022,Counties/Manukau
2892,Silver,Mazda,AXELA,2006,Stationwagon,2/04/2022,Counties/Manukau
2893,Gold,Honda,CRV,2006,Stationwagon,25/01/2022,Canterbury
2894,Black,Subaru,FORESTER,2004,Stationwagon,23/03/2022,Central
2895,Blue,Mitsubishi,LANCER,2004,Saloon,7/02/2022,Waitemata
2896,Silver,Nissan,BLUEBIRD,2006,Saloon,19/03/2022,Auckland City
2897,White,Mitsubishi,LANCER,1993,Saloon,11/11/2021,Wellington
2898,Grey,Mazda,AXELA,2004,Hatchback,1/03/2022,Canterbury
2899,White,Toyota,CALDINA,1997,Stationwagon,12/11/2021,Waitemata
2900,Silver,Toyota,VITZ,2006,Hatchback,29/03/2022,Counties/Manukau
2901,Silver,Isuzu,D-MAX,2015,Utility,7/11/2021,Central
2902,Grey,Toyota,HILUX,2013,Utility,9/11/2021,Bay of Plenty
2903,White,Toyota,DYNA,2010,Other Truck,23/01/2022,Auckland City
2904,Silver,Honda,STREAM,2004,Stationwagon,2/04/2022,Counties/Manukau
2905,Red,Honda,FIT,2006,Hatchback,17/03/2022,Counties/Manukau
2906,Silver,Nissan,EXPERT,2007,Stationwagon,27/12/2021,Bay of Plenty
2907,Orange,Ford,COURIER,2003,Utility,1/04/2022,Canterbury
2908,Silver,Nissan,TIIDA,2009,Saloon,5/04/2022,Auckland City
2909,Red,Mazda,RX-8,2006,Saloon,31/12/2021,Central
2910,Blue,Toyota,WISH,2004,Stationwagon,1/03/2022,Canterbury
2911,Silver,Toyota,RAV4,2015,Stationwagon,31/03/2022,Auckland City
2912,Blue,Toyota,CELSIOR,2006,Saloon,4/03/2022,Counties/Manukau
2913,Grey,BMW,335I,2006,Sports Car,4/02/2022,Eastern
2914,Blue,BMW,323I,2006,Saloon,6/03/2022,Waitemata
2915,White,Subaru,LEGACY,2006,Saloon,11/03/2022,Canterbury
2916,Black,Mazda,MPV,2005,Stationwagon,20/01/2022,Waikato
2917,Blue,Mini,COOPER,2005,Saloon,7/12/2021,Bay of Plenty
2918,Grey,Toyota,ARISTO,1998,Saloon,11/02/2022,Central
2919,Grey,Subaru,LEGACY,2004,Stationwagon,27/02/2022,Central
2920,White,Toyota,ESTIMA,2004,Stationwagon,4/12/2021,Waikato
2921,Black,Mazda,DEMIO,2005,Hatchback,11/11/2021,Bay of Plenty
2922,Purple,Honda,ODYSSEY,2004,Stationwagon,3/01/2022,Canterbury
2923,Blue,BMW,323I,2006,Saloon,1/03/2022,Bay of Plenty
2924,Red,Ford,FESTIVA GLXI 1.3,1995,Hatchback,4/02/2022,Wellington
2925,Blue,Toyota,VITZ,2005,Hatchback,18/03/2022,Central
2926,White,Dodge,JOURNEY,2015,Stationwagon,29/03/2022,Auckland City
2927,Black,Audi,A4,2008,Saloon,5/04/2022,Waitemata
2928,Grey,Honda,FIT,2006,Hatchback,26/03/2022,Auckland City
2929,Blue,Mazda,AXELA,2006,Hatchback,15/01/2022,Central
2930,Grey,Nissan,MURANO,2004,Stationwagon,15/03/2022,Eastern
2931,Red,Ford,COURIER,1995,Utility,28/01/2022,Waikato
2932,White,Mazda,ATENZA,2007,Saloon,4/04/2022,Waikato
2933,White,Honda,INTEGRA,2000,Saloon,4/12/2021,Auckland City
2934,White,Honda,PRELUDE,1997,Saloon,29/11/2021,Waikato
2935,Silver,BMW,328CI,1999,Sports Car,4/02/2022,Bay of Plenty
2936,Blue,Mazda,DEMIO,2005,Hatchback,11/12/2021,Bay of Plenty
2937,Grey,Piaggio,MP3,2015,Roadbike,3/12/2021,Waitemata
2938,Green,Toyota,RAUM,2004,Hatchback,12/10/2021,Canterbury
2939,Silver,Toyota,CAMRY,2005,Saloon,12/01/2022,Waikato
2940,Red,Suzuki,SWIFT,2005,Hatchback,10/12/2021,Eastern
2941,Silver,Mitsubishi,LANCER,1998,Saloon,2/03/2022,Canterbury
2942,Blue,Honda,FIT,2005,Hatchback,21/12/2021,Northland
2943,Silver,Toyota,MARKX,2008,Saloon,8/03/2022,Auckland City
2944,Grey,Mazda,DEMIO,2005,Hatchback,11/03/2022,Waikato
2945,White,Mazda,DEMIO,2006,Hatchback,1/02/2022,Canterbury
2946,White,Subaru,OUTBACK,2004,Stationwagon,13/03/2022,Waikato
2947,Green,Holden,UTE,2002,Utility,27/11/2021,Eastern
2948,White,Nissan,BLUEBIRD,2006,Saloon,20/03/2022,Auckland City
2949,Black,Ford,RANGER,2015,Utility,13/12/2021,Northland
2950,Silver,BMW,Z4,2006,Convertible,19/01/2022,Auckland City
2951,Silver,Holden,CAPTIVA,2007,Stationwagon,17/02/2022,Southern
2952,Black,Nissan,NAVARA,2015,Utility,3/03/2022,Northland
2953,Grey,Mazda,AXELA,2005,Saloon,26/12/2021,Waitemata
2954,Silver,BMW,MINI,2004,Hatchback,26/03/2022,Eastern
2955,Grey,Mazda,MPV,2006,Stationwagon,22/03/2022,Waikato
2956,White,Holden,RODEO 4X2,2004,Utility,20/11/2021,Waikato
2957,Blue,Ford,TERRITORY,2005,Stationwagon,7/02/2022,Northland
2958,White,Mitsubishio Fuso,CANTER,2015,Other Truck,12/03/2022,Waitemata
2959,Silver,Nissan,DUALIS,2007,Hatchback,27/01/2022,Bay of Plenty
2960,White,Honda,ODYSSEY,2004,Stationwagon,14/12/2021,Waitemata
2961,Silver,Volkswagen,GOLF,2013,Hatchback,11/03/2022,Waitemata
2962,Silver,Subaru,IMPREZA,1995,Stationwagon,20/01/2022,Central
2963,Blue,Honda,ACCORD,2005,Saloon,27/12/2021,Waitemata
2964,Silver,BMW,116I,2007,Hatchback,27/03/2022,Auckland City
2965,Silver,Mitsubishi,GALANT,2007,Saloon,8/03/2022,Waitemata
2966,Brown,Mazda,DEMIO,2005,Stationwagon,17/10/2021,Auckland City
2967,White,Mazda,MAZDA3,2013,Hatchback,6/03/2022,Central
2968,Grey,Toyota,LANDCRUISER,1995,Stationwagon,4/02/2022,Canterbury
2969,Black,Subaru,IMPREZA,1998,Stationwagon,28/02/2022,Wellington
2970,White,Nissan,NAVARA,2013,Light Van,30/10/2021,Eastern
2971,Silver,Honda,ELYSION,2004,Light Van,5/03/2022,Waitemata
2972,Red,Toyota,HILUX,1996,Utility,2/02/2022,Counties/Manukau
2973,White,Bedford,J2S,1980,Mobile Home - Light,16/01/2022,Tasman
2974,Grey,BMW,X3,2005,Stationwagon,26/10/2021,Canterbury
2975,Red,Mitsubishi,GALANT,2006,Saloon,7/12/2021,Auckland City
2976,Silver,Subaru,FORESTER,2005,Stationwagon,28/03/2022,Canterbury
2977,Green,Nissan,MAXIMA,1997,Saloon,16/03/2022,Central
2978,White,Suzuki,VITARA,2016,Stationwagon,1/02/2022,Waikato
2979,Black,Ford,RANGER,2016,Utility,28/03/2022,Canterbury
2980,Black,Nissan,FUGA,2005,Saloon,19/01/2022,Waitemata
2981,Silver,Toyota,AVENSIS,2004,Stationwagon,17/01/2022,Auckland City
2982,Silver,Toyota,TOWNACE,2009,Light Van,8/02/2022,Waikato
2983,Silver,Toyota,HIACE,2008,Light Van,13/10/2021,Central
2984,Silver,Mazda,FAMILIA,1998,Stationwagon,27/03/2022,Counties/Manukau
2985,Silver,Toyota,MARKX,2005,Saloon,5/04/2022,Counties/Manukau
2986,White,Mazda,BONGO,2012,Light Van,25/02/2022,Auckland City
2987,Grey,Subaru,LEGACY,2006,Saloon,23/01/2022,Counties/Manukau
2988,Black,Ford,FALCON,2007,Saloon,14/01/2022,Southern
2989,Silver,Toyota,PRIUS,2010,Saloon,20/10/2021,Counties/Manukau
2990,Silver,Mercedes-Benz,S,2001,Saloon,29/11/2021,Counties/Manukau
2991,White,Mazda,BONGO,2012,Light Van,18/03/2022,Auckland City
2992,White,Toyota,PRIUS,2010,Hatchback,17/02/2022,Counties/Manukau
2993,Silver,Toyota,SIENTA,2006,Stationwagon,27/03/2022,Auckland City
2994,Black,Subaru,FORESTER,2007,Stationwagon,3/12/2021,Central
2995,Gold,Nissan,TIIDA,2005,Saloon,4/04/2022,Waitemata
2996,White,Mercedes-Benz,B180,2012,Stationwagon,28/03/2022,Counties/Manukau
2997,Silver,Toyota,MARKX,2005,Saloon,7/02/2022,Counties/Manukau
2998,Black,Suzuki,SWIFT,2005,Hatchback,27/03/2022,Bay of Plenty
2999,White,Toyota,REGIUS,2008,Light Van,11/03/2022,Canterbury
3000,Silver,Nissan,TIIDA,2006,Saloon,16/02/2022,Canterbury
3001,Red,Subaru,FORESTER,2005,Stationwagon,28/03/2022,Wellington
3002,Green,Mazda,MX5 ROADSTER,1990,Sports Car,28/01/2022,Auckland City
3003,White,Toyota,REGIUS,2008,Light Van,4/04/2022,Counties/Manukau
3004,White,Subaru,FORESTER,1999,Stationwagon,6/03/2022,Waikato
3005,White,Nissan,TIIDA,2006,Hatchback,30/01/2022,Counties/Manukau
3006,White,Mazda,DEMIO,2005,Hatchback,5/04/2022,Waitemata
3007,Black,BMW,320I,2008,Saloon,21/10/2021,Counties/Manukau
3008,Silver,Nissan,TEANA,2006,Saloon,26/02/2022,Eastern
3009,Red,Toyota,RAV4,1994,Stationwagon,27/11/2021,Waikato
3010,White,Mazda,MPV,2006,Stationwagon,5/04/2022,Waitemata
3011,Silver,Honda,FIT,2006,Hatchback,16/03/2022,Auckland City
3012,White,Nissan,AD,2009,Stationwagon,17/01/2022,Counties/Manukau
3013,Blue,Mazda,ATENZA,2007,Saloon,1/04/2022,Central
3014,White,Nissan,ELGRAND,2004,Stationwagon,14/12/2021,Counties/Manukau
3015,Silver,Nissan,TIIDA,2009,Hatchback,11/12/2021,Counties/Manukau
3016,Red,Ford,TERRITORY,2006,Stationwagon,21/03/2022,Northland
3017,Black,Chrysler,300C,2006,Saloon,6/12/2021,Southern
3018,Silver,BMW,540I,2006,Saloon,9/03/2022,Northland
3019,White,Ford,COURIER,2004,Utility,26/11/2021,Canterbury
3020,Gold,Nissan,TIIDA,2007,Hatchback,23/03/2022,Counties/Manukau
3021,Silver,Mitsubishi,COLT,2006,Hatchback,26/02/2022,Canterbury
3022,Silver,Volkswagen,GOLF,2010,Hatchback,25/02/2022,Canterbury
3023,White,Nissan,TIIDA,2005,Saloon,31/03/2022,Waikato
3024,Black,Dodge,JOURNEY,2013,Stationwagon,11/10/2021,Counties/Manukau
3025,Silver,Mercedes-Benz,C,2004,Saloon,26/10/2021,Bay of Plenty
3026,Black,Mitsubishi,OUTLANDER,2007,Stationwagon,21/02/2022,Canterbury
3027,Red,Nissan,TIIDA,2005,Saloon,14/03/2022,Counties/Manukau
3028,Black,Honda,ODYSSEY,2005,Stationwagon,8/01/2022,Eastern
3029,Grey,Nissan,SKYLINE,2007,Saloon,21/12/2021,Canterbury
3030,Grey,Nissan,SKYLINE,2007,Saloon,27/03/2022,Counties/Manukau
3031,Red,Hyundai,I30,2009,Hatchback,27/11/2021,Bay of Plenty
3032,Grey,Ford,COURIER,2002,Utility,15/12/2021,Bay of Plenty
3033,Black,Toyota,IST,2004,Hatchback,13/10/2021,Waitemata
3034,Black,Peugeot,407,2005,Saloon,15/10/2021,Waikato
3035,Black,BMW,320I,2007,Stationwagon,8/03/2022,Counties/Manukau
3036,Red,Ford,MONDEO,2008,Hatchback,28/12/2021,Counties/Manukau
3037,Black,Honda,FIT,2004,Hatchback,25/12/2021,Waikato
3038,Black,Mitsubishi,COLT,2008,Hatchback,7/02/2022,Auckland City
3039,Black,Suzuki,SWIFT,2007,Hatchback,15/12/2021,Counties/Manukau
3040,Green,Toyota,SURF,1994,Stationwagon,2/12/2021,Canterbury
3041,White,Honda,FIT,2004,Hatchback,26/03/2022,Counties/Manukau
3042,Black,Nissan,ELGRAND,2005,Stationwagon,9/02/2022,Bay of Plenty
3043,Silver,Ford,COURIER,2002,Utility,18/01/2022,Waikato
3044,White,FOTON,TUNLAND,2016,Utility,5/04/2022,Canterbury
3045,Silver,Toyota,MARKX,2007,Saloon,3/04/2022,Auckland City
3046,Black,Nissan,TIIDA,2007,Hatchback,24/03/2022,Counties/Manukau
3047,Black,Mazda,CX-7,2006,Stationwagon,27/02/2022,Waitemata
3048,White,Nissan,AD,2008,Stationwagon,27/01/2022,Central
3049,Blue,Mitsubishi,OUTLANDER,2006,Stationwagon,18/10/2021,Bay of Plenty
3050,Red,Mazda,B2000 PLUS CAB,1987,Flat Deck Truck,26/02/2022,Auckland City
3051,Silver,Toyota,MARKX,2007,Saloon,14/12/2021,Counties/Manukau
3052,White,Mazda,AXELA,2005,Hatchback,22/02/2022,Waikato
3053,Blue,Toyota,ISIS,2006,Stationwagon,18/01/2022,Waitemata
3054,White,Mazda,MPV,2005,Stationwagon,27/10/2021,Auckland City
3055,Red,Toyota,CELICA,1991,Convertible,20/12/2021,Canterbury
3056,Silver,Ford,MONDEO,2003,Saloon,29/03/2022,Waitemata
3057,Silver,Trailer,BUNNINGS,2007,Trailer,25/02/2022,Waikato
3058,Silver,Homebuilt,TRAILER,1991,Trailer,1/04/2022,Waitemata
3059,Grey,Trailer,LAODER,2007,Trailer,8/02/2022,Canterbury
3060,White,Trailer,HOMEMADE,1984,Boat Trailer,14/12/2021,Canterbury
3061,Silver,Trailer,FINELINE,2007,Trailer,18/02/2022,Waitemata
3062,Grey,Trailer,DOMESTIC TRAILER,2007,Trailer,25/11/2021,Wellington
3063,Silver,Trailer,HOSKING MULTI ROLLER,2007,Boat Trailer,27/03/2022,Auckland City
3064,Grey,Homebuilt,TRAILER,2007,Trailer,10/02/2022,Auckland City
3065,Silver,Trailer,WATERCRAFT,2007,Boat Trailer,20/11/2021,Canterbury
3066,Silver,Trailer,KING,2007,Trailer,14/12/2021,Bay of Plenty
3067,White,Toyota,HILUX,2007,Utility,23/02/2022,Canterbury
3068,Silver,Yamaha,MW,2016,Roadbike,7/01/2022,Auckland City
3069,Blue,Volkswagen,TOUAREG,2005,Stationwagon,2/04/2022,Counties/Manukau
3070,Blue,Mazda,DEMIO,2005,Hatchback,31/03/2022,Bay of Plenty
3071,Blue,Nissan,X-TRAIL,2016,Stationwagon,17/03/2022,Counties/Manukau
3072,Blue,BMW,320I,2007,Saloon,6/02/2022,Auckland City
3073,White,Volkswagen,GOLF,1984,Convertible,18/03/2022,Counties/Manukau
